movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
411088,The Invisible Guest,Contratiempo,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.","Every story has two sides. The truth, only one.",Released,2017-01-06,107,4000000,30000000,8.8966,8.1,4890,es,Drama|Mystery|Thriller,ES,tt4857264
24382,Big Deal on Madonna Street,I soliti ignoti,"Best friends Peppe and Mario are thieves, but they're not very good at it. Still, Peppe thinks that he's finally devised a master heist that will make them rich. With the help of some fellow criminals, he plans to dig a tunnel from a rented apartment to the pawnshop next door, where they can rob the safe. But his plan is far from foolproof, and the fact that no one in the group has any experience digging tunnels proves to be the least of their problems.",The Story of a Perfect Crime ... Perfectly Hilarious!,Released,1958-07-26,106,0,0,1.1199,8.085,769,it,Comedy|Crime,IT,tt0052216
239,Some Like It Hot,Some Like It Hot,"In Prohibition-era Chicago, musicians Joe and Jerry witness a mob hit, and flee the state in an all-female band disguised as Josephine and Daphne, but further complications set in.",The movie too HOT for words!,Released,1959-03-19,123,2900000,25000000,3.8505,8.1,3798,en,Comedy|Romance|Crime,US,tt0053291
795607,Green Snake,白蛇2：青蛇劫起,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",Dependence arises from the previous life.,Released,2021-07-23,132,0,87212911,2.347,8.084,353,zh,Animation|Fantasy|Action|Adventure,CN,tt15000314
387,Das Boot,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",On land they dreamed of being heroes. Beneath the sea they pray to be survivors.,Released,1981-09-17,150,14000000,85000000,7.2881,8.084,2454,de,Drama|History|War,DE,tt0082096
614,Wild Strawberries,Smultronstället,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",,Released,1957-08-28,91,0,0,2.4325,8.083,1778,sv,Drama,SE,tt0050986
406,La Haine,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.","How far you fall doesn't matter, it's how you land…",Released,1995-05-31,98,2600000,15300000,7.6299,8.083,4457,fr,Drama,FR,tt0113247
470044,The Hate U Give,The Hate U Give,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",Two worlds. One voice. No going back.,Released,2018-10-19,133,23000000,34934009,11.6182,8.081,2204,en,Crime|Drama,US,tt5580266
12445,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",It all ends.,Released,2011-07-12,130,125000000,1341511219,15.5748,8.081,21744,en,Adventure|Fantasy,GB|US,tt1201607
1026227,There's Still Tomorrow,C'è ancora domani,"In postwar Rome, a working-class woman dreams of a better future for herself and her daughter while facing abuse at the hands of her domineering husband. When a mysterious letter arrives, she discovers the courage to change the circumstances of her life.",,Released,2023-10-26,118,9000000,50121593,3.7855,8.08,1497,it,Drama|Comedy|History,IT,tt21800162
705,All About Eve,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",It's all about women... and their men!,Released,1950-11-09,139,1400000,8402553,11.2369,8.1,1664,en,Drama,US,tt0042192
1244492,Look Back,ルックバック,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",Manga drew them together. Life made them best friends.,Released,2024-06-28,58,0,12648664,8.0106,8.077,500,ja,Animation|Drama,JP,tt31711040
7345,There Will Be Blood,There Will Be Blood,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",There will be greed. There will be vengeance.,Released,2007-12-26,158,25000000,77208711,14.998,8.077,7274,en,Drama,US,tt0469494
55823,The Great War,La grande guerra,"Italy, 1916. Oreste Jacovacci and Giovanni Busacca are called, as all the Italian youths, to serve the army in the WWI. They both try in every way to avoid serving the army.",The great battle spectacle of our time!,Released,1959-10-28,137,0,0,0.9556,8.1,363,it,Comedy|War|Drama,FR|IT,tt0052861
20532,Sansho the Bailiff,山椒大夫,"In medieval Japan, a woman and her children journey to find the family's patriarch, who was exiled years earlier.","Without mercy, man is like a beast.",Released,1954-03-31,124,0,0,6.1292,8.076,416,ja,Drama,JP,tt0047445
831827,Far from the Tree,Far from the Tree,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",Experience the bonds of family,Released,2021-11-24,7,0,0,1.1049,8.1,385,en,Animation|Family,US,tt14927356
20334,The Shop Around the Corner,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",EVERY GIRL OR FELLOW WHO EVER KEPT A “BLIND DATE”,Released,1940-01-12,99,500000,0,4.046,8.075,818,en,Comedy|Drama|Romance,US,tt0033045
1091,The Thing,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,Anytime. Anywhere. Anyone.,Released,1982-06-25,109,15000000,19629760,9.2817,8.068,7755,en,Horror|Mystery|Science Fiction,US,tt0084787
610892,Violet Evergarden: Eternity and the Auto Memory Doll,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,"Violet Evergarden comes to a private women's academy to tutor Isabella in the ways of being a lady. Heir to the York family, Isabella feels trapped in this new and uncomfortable world. She still grieves for the only person to ever bring her happiness – now lost to her. Violet's lessons do give her a brief respite from the melancholy but with the absence of joy, how long does it take to truly heal?",,Released,2019-09-06,91,0,10841702,7.6111,8.1,446,ja,Drama|Fantasy|Animation,JP,tt10477558
282848,Doctor Who: The Time of the Doctor,Doctor Who: The Time of the Doctor,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.",A change is going to come...,Released,2013-12-25,60,0,0,1.1336,8.065,308,en,Drama|Science Fiction|TV Movie,GB,tt2986512
21634,Prayers for Bobby,Prayers for Bobby,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.",She loves everything about her son...except who he is.,Released,2009-01-24,89,0,0,2.8274,8.065,620,en,Drama|History|TV Movie,US,tt1073510
2457,Children of Paradise,Les Enfants du Paradis,"In a chaotic 19th-century Paris teeming with aristocrats, thieves, psychics, and courtesans, theater mime Baptiste is in love with the mysterious actress Garance. But Garance, in turn, is loved by three other men: pretentious actor Frederick, conniving thief Lacenaire, and Count Edouard of Montray.",AT LAST! The Celebrated French Film.,Released,1945-03-15,190,0,1457,1.0231,8.065,447,fr,Drama|Romance,FR,tt0037674
8392,My Neighbor Totoro,となりのトトロ,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",He's your friendly neighbourhood forest spirit!,Released,1988-04-16,86,3700000,41000000,12.4584,8.062,8664,ja,Fantasy|Animation|Family,JP,tt0096283
359940,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",,Released,2017-12-01,115,15000000,162729321,6.2503,8.061,10738,en,Crime|Drama,GB|US,tt5027774
7347,Elite Squad,Tropa de Elite,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",On the streets of Rio only the elite survive,Released,2007-10-05,115,4000000,14759148,3.0807,8.06,2640,pt,Drama|Action|Crime,BR,tt0861739
832,M,M - Eine Stadt sucht einen Mörder,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",Who is the murderer?,Released,1931-05-11,110,0,35274,6.2806,8.06,2423,de,Drama|Thriller|Crime,DE,tt0022100
133919,Scenes from a Marriage,Scener ur ett äktenskap,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",,Released,1974-09-15,169,150000,0,0.9457,8.058,395,sv,Drama|Romance,SE,tt6725014
31439,To Live,活着,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,,Released,1994-05-18,133,0,0,3.3992,8.058,364,zh,Drama|Romance|War,CN|HK,tt0110081
11423,Memories of Murder,살인의 추억,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",The worst of them will stay with you... forever.,Released,2003-04-25,131,2800000,26000000,11.2375,8.056,4448,ko,Crime|Drama|Thriller,KR,tt0353969
522518,A Dog's Journey,A Dog's Journey,A dog finds the meaning of his own existence through the lives of the humans he meets.,Some friendships transcend lifetimes.,Released,2019-05-03,109,16000000,78871079,10.6315,8.055,1602,en,Family|Adventure|Drama,CN|IN|US,tt8385474
11659,The Best of Youth,La meglio gioventù,"After a fateful encounter in the summer of 1966, the lifepaths of two brothers from a middle-class Roman family diverge, intersecting with some of the most significant events of postwar Italian history in the following decades.",The Possibilities Were Endless...,Released,2003-06-22,367,0,2693053,1.6333,8.055,600,it,Drama|History|Romance,IT,tt0346336
62,2001: A Space Odyssey,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",An epic drama of adventure and exploration.,Released,1968-04-02,149,12000000,71923560,13.1334,8.055,12393,en,Science Fiction|Mystery|Adventure,GB|US,tt0062622
663558,New Gods: Nezha Reborn,新神榜：哪吒重生,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",Rebirth of a hero,Released,2021-02-06,117,0,70000000,7.2667,8.054,507,zh,Animation|Fantasy|Action,CN,tt13269670
640344,Me Against You: Mr. S's Vendetta,Me contro Te: Il film - La vendetta del Signor S,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",,Released,2020-01-17,64,75000,9500000,0.6222,8.05,471,it,Family|Fantasy,IT,tt11559652
762975,Purple Hearts,Purple Hearts,"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.",,Released,2022-07-29,122,0,0,5.5525,8.049,2836,en,Romance|Drama,GB|US,tt4614584
4348,Pride & Prejudice,Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",Sometimes the last person on earth you want to be with is the one person you can't be without.,Released,2005-09-16,128,28000000,124604345,15.5132,8.049,8641,en,Drama|Romance,FR|GB|US,tt0414387
518068,Along with the Gods: The Last 49 Days,신과함께-인과 연,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",Unveiling millennium-old secrets.,Released,2018-08-01,141,18300000,112790210,9.304,8.048,734,ko,Action|Adventure|Fantasy|Thriller,KR,tt8116428
1955,The Elephant Man,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",A true story of courage and human dignity.,Released,1980-10-09,124,5000000,26000000,4.7138,8.048,3851,en,Drama|History,US|GB,tt0080678
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,映画 この素晴らしい世界に祝福を！紅伝説,"After receiving a warning that Yunyun's hometown is in danger, Kazuma's party is relieved to discover it's only a joke...until it isn't. The Demon King's general has just arrived to obtain The Mage Killer, a weapon with world-ending power.",We will definitely return alive. Go back to that place.,Released,2019-08-30,90,0,5078942,5.183,8.047,601,ja,Animation|Adventure|Comedy|Fantasy,JP,tt9239552
381284,Hidden Figures,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","Meet the women you don't know, behind the mission you do.",Released,2016-12-10,127,25000000,235957472,15.8556,8.045,10290,en,Drama|History,US,tt4846340
638507,How to Train Your Dragon: Homecoming,How to Train Your Dragon: Homecoming,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",,Released,2019-12-03,22,0,0,7.2338,8.044,1085,en,Animation|Fantasy|Adventure|Family,US,tt11112140
1064486,Memoir of a Snail,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","Life can only be understood backwards, but we have to live it forwards.",Released,2024-10-17,94,4350000,7,6.9188,8.043,740,en,Animation|Drama|Comedy,AU|GB|FR,tt23770030
42229,A Special Day,Una giornata particolare,Two neighbours — a persecuted journalist and a resigned housewife — forge a strong bond on the day of Adolf Hitler's historic 1938 visit to Rome.,A special film about two special people.,Released,1977-08-11,106,0,0,1.5507,8.042,750,it,Drama|Romance,IT|CA,tt0076085
334543,Lion,Lion,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The search begins,Released,2016-11-24,118,12000000,140312928,8.8994,8.041,6891,en,Drama,AU|GB|US,tt3741834
992,Sherlock Jr.,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meager skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Every inch of footage holds such a laugh!,Released,1924-04-17,45,0,0,2.2206,8.041,1140,en,Action|Comedy|Mystery,US,tt0015324
548,Rashomon,羅生門,Four people recount different versions of the story of a man's murder and the rape of his wife.,"The husband, the wife… or the bandit?",Released,1950-08-26,88,250000,117668,8.354,8.041,2465,ja,Crime|Drama|Mystery,JP,tt0042876
439,La Dolce Vita,La dolce vita,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",The world’s most talked about movie today!,Released,1960-02-05,176,0,19647000,3.1694,8.04,2009,it,Comedy|Drama,FR|IT,tt0053779
11645,Ran,乱,Shakespeare's King Lear is reimagined as a singular historical epic set in sixteenth-century Japan where an aging warlord divides his kingdom between his three sons.,"In a mad world, only the mad are sane.",Released,1985-06-01,160,12000000,23334156,5.5807,8.039,1762,ja,Action|Drama|History,JP|FR,tt0089881
397567,Along with the Gods: The Two Worlds,신과함께-죄와 벌,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",Fate continues even after death.,Released,2017-12-20,139,18300000,125983972,9.0059,8.0,1167,ko,Action|Adventure|Drama|Fantasy|Thriller,KR,tt7160070
582,The Lives of Others,Das Leben der Anderen,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.","Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",Released,2006-03-23,137,2000000,77672685,7.475,8.038,4039,de,Drama|Thriller,DE|FR,tt0405094
310569,The Second Mother,Que Horas Ela Volta?,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However, Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.",,Released,2015-06-04,112,0,0,6.6799,8.036,770,pt,Drama,BR,tt3742378
414419,Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,"Quentin Tarantino's complete cut combining Kill Bill: Vol. 1 and Vol. 2 follows The Bride, a former assassin who awakens from a four-year coma after being shot by her mentor and lover, Bill. She embarks on a vengeful quest to eliminate Bill and the Deadly Viper Assassination Squad who betrayed her.","The 4th film by Quentin Tarantino. Uncut, unrated, and shown in its entirety.",Released,2011-03-27,253,55000000,5806312,17.6292,8.0,1171,en,Action|Crime,US,tt6019206
120467,The Grand Budapest Hotel,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",A murder case of Madam D. with enormous wealth and the most outrageous events surrounding her sudden death!,Released,2014-02-26,100,30000000,174600318,10.5815,8.0,15838,en,Comedy|Drama,US|DE,tt2278388
800,The Young and the Damned,Los olvidados,"A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.",,Released,1950-12-09,82,0,0,2.9001,8.031,526,es,Drama|Crime,MX,tt0042804
437068,A Taxi Driver,택시운전사,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.","Based on true events, an untold story of a taxi driver.",Released,2017-08-02,138,12820005,81927980,7.4733,8.029,1125,ko,Action|Drama|History,KR,tt6878038
26022,My Name Is Khan,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","An Ordinary Man, An Extraordinary Journey... FOR LOVE.",Released,2010-02-10,165,12000000,42345360,2.9979,8.029,1410,hi,Drama|Romance,CN|IN|AE|US,tt1188996
106646,The Wolf of Wall Street,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",Earn. Spend. Party.,Released,2013-12-25,180,100000000,407038432,18.4293,8.027,25581,en,Crime|Drama|Comedy,US,tt0993846
555604,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",Love will give you life.,Released,2022-11-09,117,35000000,0,9.4721,8.024,3264,en,Animation|Fantasy|Adventure|Drama,US,tt1488589
550776,Believe Me: The Abduction of Lisa McVey,Believe Me: The Abduction of Lisa McVey,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and is raped. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",,Released,2018-09-30,87,0,0,4.038,8.024,677,en,Drama|TV Movie|Crime,CA,tt9072202
279,Amadeus,Amadeus,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Salzburger composer Wolfgang Amadeus Mozart.,The Man... The Music... The Madness... The Murder... The Motion Picture.,Released,1984-09-19,160,18000000,90007557,6.9518,8.023,4669,en,History|Music|Drama,US,tt0086879
538362,On My Skin,Sulla mia pelle,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",The last seven days of Stefano Cucchi,Released,2018-09-12,100,0,0,6.8487,8.02,1882,it,Drama,IT,tt7121252
610461,"Veinteañera, divorciada y fantástica","Veinteañera, divorciada y fantástica","Regina, our young protagonist, always dreamed of getting married. And she did it - but the dream lasted much less than she thought and now she has to face life in a very funny way as a divorcee.",,Released,2020-02-14,93,0,0,0.8341,8.0,390,es,Comedy,MX,tt7909434
9277,The Sting,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,...all it takes is a little confidence.,Released,1973-12-25,129,5500000,159616327,8.9792,8.018,2890,en,Comedy|Crime|Drama,US,tt0070735
938,For a Few Dollars More,Per qualche dollaro in più,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.","The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",Released,1965-12-18,132,600000,15000000,8.2825,8.017,4350,it,Western,DE|IT|ES,tt0059578
51822,Love Hurts,Amar te duele,Family and friends try to sabotage the budding romance between a young upper class girl and a humble student.,Who says money isn't important?,Released,2002-11-08,104,10000000,0,4.0223,8.014,355,es,Drama|Romance,MX,tt0318292
307,"Rome, Open City",Roma città aperta,"During the Nazi occupation of 1944 Rome, Resistance leader Giorgio Manfredi is pursued by the Nazis as he seeks refuge and a means of escape.",Our battle has barely begun.,Released,1945-10-08,104,20000,1000000,1.6151,8.0,963,it,Drama|War,IT,tt0038890
147,The 400 Blows,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",Angel faces hell-bent for violence.,Released,1959-06-03,99,0,0,3.0929,8.014,2299,fr,Drama,FR,tt0053198
472454,Ayla: The Daughter of War,Ayla,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",,Released,2017-10-27,124,4200000,21107423,2.6069,8.012,388,tr,Drama|War|History,TR,tt6316138
821,Judgment at Nuremberg,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",The event the world will never forget.,Released,1961-12-18,191,3000000,10000000,3.7699,8.012,919,en,Drama|History,US,tt0055031
641,Requiem for a Dream,Requiem for a Dream,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,,Released,2000-10-06,102,4500000,7390108,5.1216,8.012,10783,en,Crime|Drama,US,tt0180093
400608,Bo Burnham: Make Happy,Bo Burnham: Make Happy,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",Are you happy?,Released,2016-06-03,60,0,0,1.4155,8.007,423,en,Comedy|Music,US,tt5192124
347688,Scooby-Doo! and KISS: Rock and Roll Mystery,Scooby-Doo! and KISS: Rock and Roll Mystery,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at KISS World – the all-things-KISS theme park, as they investigate a series of strange hauntings. With help from KISS, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and KISS's power of rock save the day?!",,Released,2015-07-09,79,0,0,1.4935,8.007,338,en,Family|Animation|Comedy|Mystery,US,tt4717798
28178,Hachi: A Dog's Tale,Hachi: A Dog's Tale,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.","A true story of faith, devotion and undying love.",Released,2009-06-08,93,16000000,46800000,8.955,8.007,7074,en,Drama|Family,GB|US,tt1028532
20530,Late Spring,晩春,"Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",,Released,1949-09-13,108,0,0,5.257,8.006,465,ja,Drama,JP,tt0041154
204,The Wages of Fear,Le Salaire de la peur,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",‘Dynamic’ ‘Tremendous’ ‘Shattering’,Released,1953-04-22,153,0,0,9.606,8.006,1057,fr,Drama|Thriller|Adventure,FR|IT,tt0046268
359724,Ford v Ferrari,Ford v Ferrari,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",They took the American dream for a ride,Released,2019-11-13,153,97600000,225508210,9.1554,8.005,8801,en,Drama|Action|History,US,tt1950186
14696,Ugetsu,雨月物語,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",,Released,1953-03-26,96,0,0,5.2783,8.005,631,ja,Fantasy|Drama|Mystery,JP,tt0046478
