movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
1234731,Anaconda,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",A comedy so big it'll leave you breathless.,Released,2025-12-24,100,45000000,133869056,59.8619,5.8,734,en,Adventure|Comedy|Horror|Action,US,tt33244668
1601243,Oscar Shaw,Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",,Released,2026-01-09,93,0,0,59.6374,6.6,24,en,Action|Crime|Thriller|Western,,tt27674706
1448560,Wildcat,Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,,Released,2025-11-19,99,50000,0,59.3785,6.191,128,en,Action|Thriller,GB,tt36153493
1054867,One Battle After Another,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.","Some search for battle, others are born into it...",Released,2025-09-23,162,175000000,206311045,59.0959,7.409,3013,en,Thriller|Crime|Action,US,tt30144839
1317288,Marty Supreme,Marty Supreme,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",Dream big.,Released,2025-12-19,150,65000000,172800000,57.0482,7.5,1202,en,Drama,US,tt32916440
1555951,Salikmata,Salikmata,"In a remote town full of secrets and mysteries, a young man faces controversy after his secret relationship with a politician’s daughter is exposed. He must confront harsh consequences filled with deception, revenge, and unexplained events.",,Released,2025-10-22,75,0,0,55.4303,4.5,2,tl,Thriller,,tt37618850
1629382,Street Flow 3,Banlieusards 3,"Grieving and facing the consequences of their crimes, the Traoré brothers get one last chance to forge a new path.",,Released,2026-03-04,112,0,0,55.3625,5.063,24,fr,Drama,FR,tt37800570
24428,The Avengers,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Some assembly required.,Released,2012-04-25,143,220000000,1518815515,55.0399,7.961,36335,en,Science Fiction|Action|Adventure,US,tt0848228
482600,Japanese Mom,일본 엄마,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",,Released,2017-02-09,91,0,0,54.9874,6.611,63,ko,Romance,KR,
1297842,GOAT,GOAT,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",You're never too small to dream big.,Released,2026-02-11,100,90000000,146300000,54.6489,7.526,97,en,Animation|Comedy|Family,US,tt27613895
1389149,Accused,अक्यूज़्ड,"When a celebrated queer doctor in London is accused of sexual misconduct, her life unravels. Now under a storm of suspicion and scrutiny, her marriage fractures and the truth blurs. Her wife must decide whether to walk away, or fight for the woman the world is turning against.",,Released,2026-02-27,107,0,0,54.4957,5.021,47,hi,Thriller|Mystery|Drama,IN,tt39631179
891644,Zero,Zero,"Two Americans wake up in Dakar, Senegal, with bombs strapped to their chests ticking down from ten hours. Guided by a threatening voice on the phone, these men complete a series of violent tasks that spark widespread protest against Western influence in the city.",Kill the messenger.,Released,2025-04-11,86,0,0,53.7198,5.897,29,en,Action|Thriller,SN|US,tt13598080
7451,xXx,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",A new breed of secret agent.,Released,2002-08-09,124,70000000,277448382,52.5975,5.98,4814,en,Action|Adventure|Thriller|Crime|Drama,US,tt0295701
1461181,Hierarchy,Hierarchy,"In an undisclosed area of Texas after two adoptive brothers become entangled in criminal activity, forced to evade law enforcement and the greedy Russian mafia.",,Released,2025-08-15,97,0,0,52.4446,5.658,19,en,Action|Crime|Thriller,US,tt13540044
858024,Hamnet,Hamnet,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",Keep your heart open.,Released,2025-11-26,126,35000000,93400000,51.865,7.726,910,en,Drama|Romance|History,GB|US,tt14905854
1249508,Grizzly Night,Grizzly Night,"On August 12, 1967, in Montana's Glacier National Park, the unthinkable happened: that same night, nine miles apart, there were not one—but two—fatal grizzly bear attacks.",Two attacks. One night.,Released,2026-01-30,93,3000000,0,51.8102,6.11,41,en,Horror|Thriller|Drama,US,tt28500290
1319280,Run Baby Run,Run Baby Run,A young woman has to run for her life.,A Wild Tale,Released,2024-08-30,98,0,0,51.6376,6.3,7,en,Action|Thriller,ES,tt15964556
157336,Interstellar,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Mankind was born on Earth. It was never meant to die here.,Released,2014-11-05,169,165000000,746606706,49.7118,8.468,39065,en,Adventure|Drama|Science Fiction,GB|US,tt0816692
803796,KPop Demon Hunters,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",They sing. They dance. They battle demons.,Released,2025-06-20,96,100000000,24619953,49.5891,8.066,2478,en,Fantasy|Music|Comedy|Animation,US,tt14205554
1305781,Blades of the Guardians: Wind Rises in the Desert,镖人：风起大漠,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.",A grand martial arts feast is back!,Released,2026-02-17,126,100000000,168235099,49.3303,7.333,24,zh,Action|Drama|History,CN,tt32649961
1032892,In the Blink of an Eye,In the Blink of an Eye,"Three storylines, spanning thousands of years, intersect and reflect on hope, connection, and the circle of life.","All we share, and all we experience, echoes across time.",Released,2026-01-26,94,0,0,49.2972,4.767,60,en,Drama|Science Fiction,US,tt6341826
1191876,From the Ashes,From the Ashes,"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past.",,In Production,2027-06-01,92,1000000,0,48.9484,0.0,0,en,Drama,US,tt13499272
798645,The Running Man,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",Hunt him down.,Released,2025-11-11,133,110000000,68615641,47.0027,6.788,1242,en,Action|Thriller|Science Fiction,US|GB,tt14107334
4247,Scary Movie,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",No mercy. No shame. No sequel.,Released,2000-07-07,88,19000000,278023280,46.9337,6.385,7576,en,Comedy,US,tt0175142
875828,Peaky Blinders: The Immortal Man,Peaky Blinders: The Immortal Man,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",,Released,2026-03-05,112,0,0,44.9604,8.4,5,en,Crime|Drama|War,GB,tt15574124
1196067,Worldbreaker,Worldbreaker,"Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",The future belongs to those who fight.,Released,2025-10-30,95,0,0,44.0672,6.033,90,en,Science Fiction|Action|Horror,GB|US,tt14264694
1180831,Troll 2,Troll 2,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",A new troll has awakened!,Released,2025-11-30,102,11200000,0,43.9448,6.506,425,no,Action|Fantasy|Thriller,NO,tt29232158
1233413,Sinners,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",Dance with the devil.,Released,2025-04-16,138,90000000,368389632,43.8283,7.483,3890,en,Horror|Action|Thriller,US,tt31193180
278,The Shawshank Redemption,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,Released,1994-09-23,142,25000000,28341469,42.8247,8.7,29879,en,Drama|Crime,US,tt0111161
911430,F1,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,Let's ride.,Released,2025-06-25,156,250000000,631627111,42.4426,7.767,3499,en,Action|Drama,US,tt16311594
1062722,Frankenstein,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",Only monsters play God.,Released,2025-10-17,150,120000000,480678,41.865,7.662,3069,en,Drama|Fantasy|Horror,US|CA,tt1312221
1424965,Ice Skater,Ice Skater,"A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",,Released,2026-02-24,83,0,0,41.4499,5.625,8,en,Drama|Thriller,FI|GR,tt34959976
